PROTEIN;TOTAL_FAT;CARBS;ENERGY;FIBER;SATURATED_FAT;SUGARS;NUTRI_SCORE;CLASSIFICATION
10;0;8.67;73;0;0;7.33;5.38225;FALSE
0;16.67;33.33;250;0;0;16.67;0.77;FALSE
4.55;1.7;30.68;159;0;1.14;29.55;0.75525;FALSE
3.33;14.44;27.78;256;0;7.78;21.11;0;FALSE
3.33;16.67;25.56;256;0;10;21.11;0;FALSE
5.75;2.87;29.89;161;1.1;1.72;25.29;1.53175;FALSE
2.25;13.48;24.72;225;0;8.99;20.22;0;FALSE
0;21.43;57.14;500;0;0;0;2.732;FALSE
0;10;6.67;100;6.7;0;0;5.315;FALSE
0;10;6.67;100;0;0;0;3.975;FALSE
0;9.38;6.25;94;0;0;0;4.0385;FALSE
5.71;2.86;27.86;164;3.6;0.36;0.71;6.053;TRUE
0;10;6.67;100;0;0;0;3.975;FALSE
10.87;0;0;54;0;0;0;6.617;TRUE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.81;0;5.69;24;2.4;0;4.07;4.985;FALSE
0.8;0.8;11.2;56;0.8;0;4;4.586;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.8;0.8;9.6;48;1.6;0;2.4;4.988;FALSE
0.8;0.8;10.4;48;1.6;0;2.4;4.988;FALSE
0;0;3.33;0;3.3;0;0;5.66;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.63;0;8.86;38;0.6;0;0.63;5.1105;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
0.8;0.4;11.2;48;1.6;0;5.6;4.548;FALSE
0.81;0;5.69;24;2.4;0;4.07;4.985;FALSE
0.81;0;7.32;33;1.6;0;5.69;4.57975;FALSE
0.8;0.8;10.4;48;1.6;0;2.4;4.988;FALSE
3.2;0;12;64;3.2;0;4;5.504;FALSE
0.8;0.8;10.4;48;1.6;0;2.4;4.988;FALSE
0.8;0.8;10.4;48;1.6;0;5.6;4.508;FALSE
2.61;0;3.48;26;3.5;0;0;6.085;TRUE
0.65;0;9.03;45;0.6;0;0.65;5.10875;FALSE
2.61;0;3.48;26;3.5;0;0;6.085;TRUE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
3.2;0;12;64;3.2;0;4;5.504;FALSE
0.8;0.8;10.4;48;1.6;0;2.4;4.988;FALSE
0.83;0;2.48;17;0.8;0;0.83;5.15575;FALSE
3.75;22.5;26.25;300;0;15;23.75;0;FALSE
4.55;10.61;39.39;258;0;6.06;22.73;0;FALSE
10.71;3.57;75;357;3.6;0;7.14;5.80925;FALSE
6.25;12.5;75;438;6.2;0;34.38;0.661;FALSE
8.2;1.64;78.69;311;14.8;0;32.79;4.02975;FALSE
0;0;5;25;1.2;0;2.5;4.85875;FALSE
6.45;22.58;6.45;258;0;14.52;6.45;0;FALSE
21.43;21.43;0;286;0;14.29;0;2.4275;FALSE
0;0;6.67;33;3.3;0;3.33;5.15225;FALSE
3.33;0;6.67;33;3.3;0;3.33;5.65175;FALSE
13.64;1.82;3.64;91;0;1.36;2.73;6.09175;TRUE
4.69;9.38;26.56;203;1.6;5.47;23.44;0.15125;FALSE
12.5;6.25;67.5;350;10;0;0;8.1625;TRUE
11.43;0;77.14;371;2.9;0;0;7.20175;TRUE
21.43;53.57;21.43;607;10.7;3.57;7.14;2.88225;FALSE
25;53.12;9.38;594;3.1;7.81;0;1.957;FALSE
3.57;25;7.14;250;3.6;16.07;0;0;FALSE
1.74;0;2.61;17;0.9;0;0.87;5.30625;FALSE
1.77;0;14.16;71;0.9;0;9.73;3.96825;FALSE
39.29;0;21.43;250;0;0;17.86;8.152;TRUE
39.29;0;21.43;250;0;0;17.86;8.152;TRUE
39.29;0;21.43;250;0;0;17.86;8.152;TRUE
2.5;8.75;35;238;0;6.25;26.25;0;FALSE
2.56;5.13;29.49;179;0;3.21;19.23;1.13925;FALSE
0;0;0;0;0;0;0;5;FALSE
3.03;0;15.15;76;6.1;0;12.12;4.8375;FALSE
2.07;0.62;14.46;74;0.8;0.21;3.72;4.7795;FALSE
0;0;4.76;24;1.6;0;3.17;4.8385;FALSE
0;0;4.76;24;1.6;0;3.17;4.8385;FALSE
1.65;0;12.4;58;0.4;0;4.55;4.6305;FALSE
7.14;3.57;28.57;214;14.3;0;21.43;5.306;FALSE
12.5;1.79;78.57;375;10.7;0;3.57;8.20675;TRUE
12.5;1.79;78.57;375;10.7;0;3.57;8.20675;TRUE
12.5;1.79;73.21;375;3.6;0;0;7.32225;TRUE
12.5;1.79;78.57;375;10.7;0;3.57;8.20675;TRUE
17.86;21.43;3.57;286;3.6;14.29;0;2.612;FALSE
33.33;40;0;533;0;13.33;0;2.53375;FALSE
7.14;75;14.29;714;7.1;10.71;3.57;0;FALSE
25;35.71;3.57;393;0;21.43;0;0;FALSE
25;32.14;0;393;0;21.43;0;0.08025;FALSE
40;20;0;400;0;20;0;3.9;FALSE
46.67;16.67;30;433;20;1.67;3.33;10;TRUE
3.33;26.67;3.33;267;0;16.67;0;0;FALSE
17.86;21.43;3.57;286;0;14.29;0;1.892;FALSE
21.43;28.57;3.57;357;3.6;17.86;3.57;0.98775;FALSE
25;32.14;0;357;0;21.43;0;0.08925;FALSE
10.71;8.93;8.93;161;5.4;0.89;1.79;6.26225;TRUE
21.43;28.57;3.57;357;0;17.86;0;0.80325;FALSE
0;0;20;71;1.2;0;15.29;2.92875;FALSE
0;0;28.24;118;2.4;0;20;2.4505;FALSE
0;0;29.41;129;1.2;0;21.18;2.03075;FALSE
0;0;25.84;101;2.2;0;20.22;2.38175;FALSE
12.24;5.1;67.35;367;8.2;0;0;7.87425;TRUE
21.74;1.09;63.04;348;19.6;0;2.17;10;TRUE
13.95;5.81;65.12;372;7;0;0;7.8185;TRUE
0;23.33;6.67;233;3.3;3.33;0;2.43625;FALSE
4.29;0;35.71;164;1.4;0.14;0;5.8475;FALSE
7.14;28.57;60.71;536;7.1;7.14;0;2.715;FALSE
0;0;6.67;33;0;0;3.33;4.49225;FALSE
2.17;3.8;28.26;152;0;3.26;17.39;1.484;FALSE
3.33;4;12.67;100;0;2;10;3.0745;FALSE
6.36;4.59;13.43;120;0.7;1.77;1.06;5.0035;FALSE
6.01;3.18;13.78;106;0.4;0.71;1.77;5.194;FALSE
6.71;4.59;19.08;141;0.4;0.71;1.41;5.20325;FALSE
6.71;3.89;22.61;152;0.7;0.71;6.36;4.588;FALSE
6.36;5.3;19.79;148;1.4;1.41;0.71;5.208;FALSE
5.3;4.59;22.61;148;0.7;0.88;6.36;4.265;FALSE
26.42;3.77;56.6;358;9.4;0;5.66;9.5275;TRUE
6.67;26.67;63.33;500;0;23.33;53.33;0;FALSE
8.57;8.57;74.29;400;2.9;7.14;68.57;0;FALSE
3.57;0;10.71;54;3.6;0;0;6.242;TRUE
8.57;8.57;77.14;400;2.9;7.14;68.57;0;FALSE
16;6;70;400;4;2;2;6.7;TRUE
16;6;70;400;4;2;2;6.7;TRUE
16;6;70;400;4;2;2;6.7;TRUE
8.33;6.94;47.22;278;2.8;2.78;2.78;4.934;FALSE
8.33;6.94;44.44;278;5.6;2.78;2.78;5.494;FALSE
8.57;12.86;68.57;429;5.7;2.86;20;2.31725;FALSE
20.69;8.62;62.07;379;6.9;0;17.24;5.94075;FALSE
20.69;8.62;62.07;379;6.9;1.72;10.34;6.54575;TRUE
6.9;8.62;68.97;379;6.9;0;20.69;3.35475;FALSE
30.3;45.45;18.18;606;12.1;7.58;0;5.3735;FALSE
12.5;1.25;75;350;7.5;0;47.5;1.0375;FALSE
21.62;1.35;0;95;0;0;0;8.08425;TRUE
18.82;4.71;0;118;0;1.18;0;7.0275;TRUE
10;0;80;350;10;0;60;0;FALSE
3.57;25;64.29;464;3.6;7.14;42.86;0;FALSE
3.12;28.12;62.5;500;3.1;18.75;43.75;0;FALSE
3.57;12.5;78.57;429;3.6;5.36;35.71;0;FALSE
7.5;32.5;55;525;2.5;12.5;42.5;0;FALSE
3.7;18.52;74.07;481;3.7;0;37.04;0;FALSE
5;0;80;350;0;0;7.5;4.5375;FALSE
6.67;16.67;73.33;467;3.3;6.67;23.33;0;FALSE
13.33;5;76.67;367;16.7;;;9.74775;TRUE
25;31.25;3.12;406;0;21.88;0;0.0535;FALSE
28.57;21.43;0;286;0;11.9;0;4.096;FALSE
28.57;11.9;0;214;0;7.14;0;6.257;TRUE
21.43;25;3.57;321;0.9;16.07;0;1.79675;FALSE
25;32.14;3.57;393;0.9;21.43;0;0.26025;FALSE
5.26;26.32;60.53;500;2.6;15.79;55.26;0;FALSE
5.26;28.95;63.16;474;5.3;15.79;47.37;0;FALSE
3.03;0;18.18;91;6.1;0;12.12;4.83375;FALSE
6.67;26.67;60;467;0;16.67;53.33;0;FALSE
4.88;36.59;58.54;537;4.9;31.71;58.54;0;FALSE
4.88;34.15;58.54;561;0;31.71;58.54;0;FALSE
8.11;37.84;51.35;514;8.1;18.92;35.14;0;FALSE
3.08;9.23;29.23;200;0;5.38;21.54;0;FALSE
6.15;15.38;24.62;246;1.5;6.92;15.38;0.586;FALSE
3.08;10.77;29.23;231;0;6.92;21.54;0;FALSE
3.28;24.59;42.62;402;1.6;9.84;31.97;0;FALSE
4.35;17.39;45.65;359;1.1;13.04;34.78;0;FALSE
11.29;9.68;4.84;145;0;6.45;4.84;3.35075;FALSE
10.91;12.73;5.45;182;0;7.27;5.45;2.683;FALSE
8.06;11.29;6.45;161;0;7.26;4.84;2.49875;FALSE
0;0;0;0;0;0;0;5;FALSE
21.88;56.25;21.88;625;6.2;10.94;6.25;0.06825;FALSE
28.57;32.14;0;393;0;17.86;0;1.50825;FALSE
2.7;37.84;51.35;568;2.7;8.11;48.65;0;FALSE
14.29;14.29;71.43;429;0;0;0;5.60725;FALSE
14.29;14.29;71.43;429;3.6;0;0;6.32725;TRUE
14.29;14.29;57.14;429;0;0;0;5.60725;FALSE
14.29;21.43;57.14;429;0;0;0;4.89325;FALSE
9.68;9.68;6.45;145;0;5.65;4.84;3.30925;FALSE
25;37.5;4.17;417;0;18.75;0;0.20825;FALSE
2.67;3.33;17.33;107;0.7;1.67;14.67;2.56275;FALSE
2.67;3.33;17.33;107;0;1.67;14.67;2.42275;FALSE
3.33;4;12.67;100;0;2;10;3.0745;FALSE
15.62;3.12;6.25;125;0;0;3.12;6.53175;TRUE
1.64;0;6.56;33;3.3;0;3.28;5.40575;FALSE
0;0;4.17;21;0.8;0;2.5;4.77975;FALSE
1.61;4.03;9.68;81;1.6;0;4.84;4.41225;FALSE
10.71;1.79;76.79;357;3.6;0;3.57;6.52275;TRUE
0.83;0;4.17;17;1.7;0;2.5;5.08525;FALSE
21.43;28.57;3.57;357;3.6;21.43;0;0.63075;FALSE
1.69;3.81;6.78;68;1.7;1.27;3.39;4.3695;FALSE
1.69;2.12;6.78;51;1.7;0;3.39;4.86025;FALSE
0.83;0;5;25;1.7;0;2.5;5.08325;FALSE
10.71;1.79;76.79;357;3.6;0;3.57;6.52275;TRUE
1.69;2.12;6.78;51;1.7;0;3.39;4.86025;FALSE
0.83;0;4.96;25;0.8;0;3.31;4.78175;FALSE
10.71;1.79;76.79;357;3.6;0;3.57;6.52275;TRUE
10.71;1.79;76.79;357;3.6;0;3.57;6.52275;TRUE
25;28.57;3.57;357;0;10.71;0;3.12625;FALSE
2.54;2.97;6.78;59;1.7;0.85;3.39;4.68825;FALSE
25;32.14;0;393;0;21.43;0;0.08025;FALSE
0.88;5.31;3.54;71;0.9;0.88;2.65;4.14575;FALSE
0;0;4.17;21;0.8;0;2.5;4.77975;FALSE
8.06;11.29;6.45;161;0;7.26;4.84;2.49875;FALSE
1.69;2.12;7.63;51;1.7;0;3.39;4.86025;FALSE
1.69;0;6.78;34;1.7;0;3.39;5.0765;FALSE
9.25;0;9.69;75;0;0;8.81;5.04725;FALSE
14.29;7.86;11.43;179;0.7;2.5;0.71;5.72125;FALSE
7.89;34.21;55.26;500;7.9;18.42;39.47;0;FALSE
5.26;44.74;44.74;526;10.5;26.32;26.32;0;FALSE
6.67;55.56;33.33;556;11.1;33.33;11.11;0;FALSE
3.33;10;10;150;0;3.33;3.33;3.13;FALSE
3.33;10;10;150;0;3.33;3.33;3.13;FALSE
3.33;10;10;150;0;3.33;3.33;3.13;FALSE
3.33;10;10;150;0;3.33;3.33;3.13;FALSE
0;0;40;200;0;0;20;1.95;FALSE
5.38;0;15.38;85;6.9;0;0.77;7.05025;TRUE
0.88;4.42;4.42;62;0.9;0.44;2.65;4.347;FALSE
0;0;48.57;200;2.9;0;34.29;0.3865;FALSE
0;0;47.22;194;0;0;33.33;0;FALSE
0;0;48.57;200;0;0;31.43;0.2355;FALSE
0.81;0;3.25;16;0.8;0;2.44;4.9115;FALSE
1.65;0.41;9.92;58;0.8;0;7.44;4.236;FALSE
2.6;11.69;61.04;364;0;5.19;41.56;0;FALSE
2.35;21.18;65.88;447;1.2;14.12;51.76;0;FALSE
3.03;12.12;58.59;343;2;6.06;41.41;0;FALSE
1.39;23.61;59.72;444;1.4;15.28;45.83;0;FALSE
2.22;13.33;63.33;367;2.2;5.56;43.33;0;FALSE
4.65;16.28;60.47;419;2.3;5.81;44.19;0;FALSE
1.18;32.94;54.12;518;1.2;22.35;32.94;0;FALSE
3.53;31.76;54.12;506;1.2;22.35;32.94;0;FALSE
3.53;23.53;57.65;447;1.2;11.76;29.41;0;FALSE
2.5;14.17;55.83;358;0.8;7.5;20;0;FALSE
10.71;1.79;76.79;321;10.7;0;1.79;8.21875;TRUE
10.71;1.79;76.79;321;10.7;0;1.79;8.21875;TRUE
10.71;1.79;76.79;321;10.7;0;1.79;8.21875;TRUE
12.5;1.79;75;357;5.4;0;1.79;7.41825;TRUE
12.5;1.79;75;357;5.4;0;1.79;7.41825;TRUE
12.5;1.79;75;357;5.4;0;1.79;7.41825;TRUE
14.29;1.79;73.21;357;3.6;0;3.57;7.05975;TRUE
14.29;2.68;69.64;321;12.5;0;1.79;9.02675;TRUE
14.29;2.68;69.64;321;12.5;0;1.79;9.02675;TRUE
4.65;16.28;65.12;419;2.3;5.81;46.51;0;FALSE
2.35;21.18;65.88;447;1.2;14.12;51.76;0;FALSE
2;10;58;320;2;6;40;0;FALSE
2.22;13.33;64.44;378;2.2;5.56;44.44;0;FALSE
2.65;13.27;56.64;363;0.9;7.08;22.12;0;FALSE
2.78;13.89;63.89;375;1.4;6.25;47.22;0;FALSE
1.39;23.61;59.72;444;1.4;15.28;45.83;0;FALSE
2.6;11.69;61.04;364;0;5.19;41.56;0;FALSE
0;0;13.93;57;0.8;0;12.3;3.30075;FALSE
0;0;40;167;0;0;33.33;0;FALSE
2.86;20;59.05;429;1;10.48;38.1;0;FALSE
0;56.67;10;567;0;8.33;3.33;0;FALSE
0;30;20;333;0;5;13.33;0;FALSE
18.75;6.25;62.5;375;0;0;0;7.09375;TRUE
14.29;7.14;64.29;357;0;0;14.29;4.19675;FALSE
0;11.76;76.47;412;0;8.82;5.88;0.634;FALSE
12.5;6.25;62.5;375;0;0;6.25;5.21875;FALSE
11.76;5.88;58.82;353;0;0;5.88;5.20575;FALSE
13.04;6.52;65.22;348;0;0;4.35;5.5645;FALSE
0;0;62.5;312;0;0;0;4.922;FALSE
0;0;57.14;286;14.3;0;14.29;5.645;FALSE
11.11;0;66.67;278;0;0;11.11;4.9305;FALSE
21.43;32.14;0;393;0;21.43;0;0;FALSE
17.86;2.68;8.93;125;0;0.89;8.93;5.81775;FALSE
25;35.71;0;429;0;12.5;0;1.94675;FALSE
28.57;28.57;0;393;0;10.71;0;3.65275;FALSE
25;32.14;0;393;0;12.5;0;2.31275;FALSE
21.43;28.57;3.57;357;0;17.86;0;0.80325;FALSE
21.43;28.57;3.57;357;0;17.86;3.57;0.26775;FALSE
17.86;1.79;7.14;125;0;0;1.79;7.20025;TRUE
21.43;32.14;0;357;0;21.43;0;0;FALSE
17.86;17.86;0;250;0;10.71;0;3.153;FALSE
0;0;17.78;78;2.2;;13.33;3.421;FALSE
0;0;17.78;78;3.3;;14.44;3.4745;FALSE
3.12;10.94;78.12;438;3.1;4.69;53.12;0;FALSE
15;7.5;60;400;0;0;0;6.4;TRUE
10.94;18.75;59.38;453;4.7;9.38;3.12;2.77975;FALSE
10.71;1.79;69.64;339;3.6;0.36;1.79;6.70425;TRUE
10.71;1.79;69.64;339;3.6;0.36;1.79;6.70425;TRUE
5.13;15.38;64.1;410;2.6;7.69;7.69;1.573;FALSE
4.88;6.1;75.61;366;2.4;0;19.51;2.584;FALSE
7.69;2.56;76.92;359;0;0;17.95;3.11525;FALSE
7.41;11.11;74.07;407;3.7;9.26;62.96;0;FALSE
7.41;12.96;70.37;407;0;11.11;59.26;0;FALSE
3.7;14.81;74.07;444;3.7;11.11;55.56;0;FALSE
0;16.67;66.67;417;0;16.67;0;0;FALSE
7.41;16.67;70.37;444;0;14.81;55.56;0;FALSE
0;16.67;66.67;417;0;16.67;0;0;FALSE
3.7;16.67;70.37;444;0;12.96;55.56;0;FALSE
12.5;1.56;68.75;344;9.4;0;6.25;7.5755;TRUE
12.12;1.52;66.67;333;9.1;0;9.09;7.03925;TRUE
12;4;68;360;4;0;20;4.11;FALSE
5.13;8.97;69.23;385;5.1;5.13;7.69;3.36025;FALSE
5;17.5;62.5;425;2.5;8.75;20;0;FALSE
5.56;11.11;63.89;389;2.8;5.56;5.56;2.96175;FALSE
11.11;6.94;69.44;389;1.4;3.47;4.17;4.66225;FALSE
17.14;2.86;68.57;400;17.1;0;8.57;9.3195;TRUE
9.68;3.23;70.97;355;12.9;0;9.68;7.16825;TRUE
6.11;0.76;26.72;122;6.1;0;8.4;5.77;FALSE
1.64;2.46;8.2;66;1.6;0;4.92;4.5655;FALSE
0;0;76.19;286;0;0;76.19;0;FALSE
0;0;76.19;286;0;0;76.19;0;FALSE
21.88;56.25;18.75;625;6.2;10.94;3.12;0.53775;FALSE
1.59;9.52;14.29;159;1.6;6.35;9.52;1.55125;FALSE
10.87;0;0;54;0;0;0;6.617;TRUE
2.38;8.33;40.48;250;1.2;0.6;3.57;4.016;FALSE
8;44;48;600;8;24;32;0;FALSE
8;40;44;560;8;24;28;0;FALSE
8;40;48;600;8;24;32;0;FALSE
12;44;40;600;12;28;20;0;FALSE
0;78.57;0;643;0;7.14;0;0;FALSE
13.33;20;60;467;6.7;3.33;3.33;4.89075;FALSE
3.12;6.25;9.38;109;3.1;3.12;6.25;3.71825;FALSE
3.33;16.67;6.67;200;0;8.33;6.67;0.6995;FALSE
3.33;16.67;6.67;200;0;8.33;6.67;0.6995;FALSE
12.12;1.52;69.7;333;9.1;0;3.03;7.94825;TRUE
0.8;2.8;17.6;96;0.8;1.6;6.4;3.616;FALSE
2.35;0.59;17.65;71;2.4;0;11.76;3.99175;FALSE
16.67;66.67;13.33;667;6.7;6.67;3.33;0;FALSE
10.71;42.86;46.43;536;10.7;25;28.57;0;FALSE
29.41;13.24;45.59;412;4.4;8.82;25;2.9095;FALSE
29.41;13.24;45.59;412;4.4;8.82;25;2.9095;FALSE
29.41;16.18;42.65;426;2.9;8.82;25;2.312;FALSE
29.41;13.24;45.59;412;4.4;8.82;25;2.9095;FALSE
29.41;13.24;45.59;412;4.4;8.82;25;2.9095;FALSE
29.41;16.18;42.65;441;2.9;8.82;23.53;2.52875;FALSE
29.41;16.18;42.65;426;2.9;8.82;23.53;2.5325;FALSE
29.41;16.18;42.65;426;2.9;8.82;25;2.312;FALSE
29.41;16.18;42.65;426;2.9;8.82;23.53;2.5325;FALSE
14.71;8.82;63.24;368;5.9;0.74;30.88;2.5955;FALSE
13.24;7.35;64.71;368;5.9;0.74;32.35;2.3015;FALSE
14.71;10.29;60.29;382;5.9;2.94;30.88;1.895;FALSE
5.56;9.72;66.67;361;8.3;4.17;33.33;0.38975;FALSE
6.15;0.38;16.15;92;6.2;0;0.77;6.986;TRUE
6.15;0.38;16.15;92;6.2;0;0.77;6.986;TRUE
0;0;10.62;44;1.8;0;8.85;4.0215;FALSE
4.62;0;13.08;69;6.2;0;0.77;6.80025;TRUE
6.25;65.62;25;656;15.6;56.25;6.25;0;FALSE
0;0;65;250;0;0;65;0;FALSE
0;0;12.1;48;1.6;0;8.87;3.9775;FALSE
7.69;7.69;56.41;333;0;5.13;56.41;0;FALSE
21.88;53.12;21.88;625;6.2;9.38;6.25;0.77125;FALSE
0;0;15.71;64;2.1;0;10.71;3.7975;FALSE
6.67;36.67;53.33;567;10;20;40;0;FALSE
0;0;15.93;62;1.8;0;10.62;3.7515;FALSE
25;53.12;21.88;625;9.4;7.81;3.12;2.74125;FALSE
0;12.5;66.67;375;0;8.33;50;0;FALSE
8.97;17.31;5.13;205;1.9;3.85;1.28;3.78875;FALSE
6;7;4;110;1;2;2;4.5725;FALSE
2.35;0;7.06;41;2.4;0;3.53;5.29275;FALSE
5.47;9.38;22.66;195;2.3;2.73;17.19;2.03275;FALSE
5.37;10.74;4.7;141;2;3.36;2.01;3.95475;FALSE
9.38;11.72;11.72;188;2.3;3.12;7.81;3.6965;FALSE
7.41;14.07;14.81;215;2.2;3.33;8.15;3.03575;FALSE
4.55;6.06;12.63;121;2.5;1.01;4.55;4.61125;FALSE
4.71;1.18;8.24;47;3.5;0;2.35;5.92425;FALSE
3.52;11.97;8.45;155;1.4;3.17;7.04;2.72375;FALSE
0;0;4.17;21;0.8;;2.5;4.77975;FALSE
2.78;5.56;63.89;278;0;5.56;36.11;0;FALSE
2.34;13.28;14.84;188;2.3;2.34;12.5;1.976;FALSE
1.6;1.6;7.2;48;0;0.4;0;4.968;FALSE
1.65;0;6.61;29;1.7;0;4.13;4.96075;FALSE
5.65;11.3;7.91;153;1.1;2.54;2.26;3.92525;FALSE
0.83;0;3.33;17;0.8;;2.5;4.90525;FALSE
2.08;0.42;7.92;42;2.5;0;5.83;4.885;FALSE
0.8;1.6;8;48;0;0.4;1.6;4.608;FALSE
12.5;1.79;73.21;375;3.6;0;0;7.32225;TRUE
5.38;0;14.62;77;6.2;0;0.77;6.91225;TRUE
10.24;12.65;27.11;265;1.2;6.02;6.02;3.03675;FALSE
7.14;21.43;57.14;429;7.1;0;0;5.24075;FALSE
2.08;3.12;12.5;73;2.1;0;4.17;4.77625;FALSE
2.08;2.08;10.42;62;2.1;0;4.17;4.883;FALSE
0;0;14.58;62;0;0;10.42;3.4215;FALSE
0;0;5.71;29;2.9;;2.86;5.14375;FALSE
0;0;0;0;0;0;0;5;FALSE
3.45;14.48;18.62;221;1.4;2.41;5.52;2.86375;FALSE
3.51;12.28;36.84;263;1.8;6.14;21.05;0;FALSE
4.05;13.51;52.7;338;1.4;8.11;27.03;0;FALSE
1.96;15.69;37.25;294;0;7.84;23.53;0;FALSE
3.16;5.26;41.05;221;1.1;3.68;17.89;1.50925;FALSE
2.86;15.71;31.43;271;1.4;5.71;18.57;0;FALSE
2.56;17.95;33.33;295;1.3;14.1;21.79;0;FALSE
2.7;14.86;40.54;297;1.4;10.81;22.97;0;FALSE
3.53;16.47;31.76;282;1.2;14.12;20;0;FALSE
3.53;16.47;31.76;282;1.2;14.12;22.35;0;FALSE
2.74;17.81;34.25;301;1.4;13.7;24.66;0;FALSE
4;13.33;32;240;0;10.67;6.67;0.539;FALSE
4.62;9.23;50.77;308;0;3.08;23.08;0.461;FALSE
4.05;12.16;29.73;230;0;10.81;6.76;0.6175;FALSE
2.74;16.44;36.99;315;1.4;13.7;24.66;0;FALSE
3.53;16.47;34.12;294;1.2;12.94;27.06;0;FALSE
3.9;19.48;33.77;325;1.3;12.99;23.38;0;FALSE
3.9;6.49;40.26;234;1.3;3.9;22.08;0.8505;FALSE
4.05;13.51;52.7;338;1.4;8.11;27.03;0;FALSE
1.79;16.07;33.93;286;0;6.25;19.64;0;FALSE
3.57;0;3.57;36;0;0;3.57;4.991;FALSE
17.54;1.75;3.51;105;0;0;1.75;7.16725;TRUE
10;7.65;7.65;141;1.2;2.06;1.18;5.24775;FALSE
0;0;6.67;33;0;0;6.67;3.99125;FALSE
14.29;5.36;64.29;357;3.6;0;7.14;6.16725;TRUE
5.36;0.89;51.79;232;3.6;0;26.79;2.3585;FALSE
12.5;18.75;37.5;375;2.1;6.25;0;3.76375;FALSE
8;6;44;260;2;3;2;4.885;FALSE
7.81;1.56;53.12;250;1.6;0;1.56;6.039;TRUE
12.09;15.38;28.57;297;4.4;7.69;1.1;3.99375;FALSE
13.95;17.44;26.74;314;1.2;6.98;2.33;3.4155;FALSE
0;0;12.7;56;0.8;0;11.9;3.361;FALSE
2.5;0;80;325;7.5;0;30;2.29375;FALSE
13.33;30;46.67;467;6.7;3.33;30;0;FALSE
0;25;71.43;500;7.1;3.57;42.86;0;FALSE
0;25;71.43;500;7.1;1.79;42.86;0;FALSE
0;25;71.43;500;7.1;3.57;42.86;0;FALSE
16.67;43.33;30;567;3.3;6.67;6.67;1.01775;FALSE
0;25;71.43;500;7.1;3.57;42.86;0;FALSE
0;32.14;64.29;536;10.7;3.57;32.14;0;FALSE
21.43;28.57;0;357;0;10.71;0;2.59075;FALSE
0;85.71;0;786;0;57.14;0;0;FALSE
36.36;14.55;40;436;9.1;8.18;18.18;5.938;FALSE
2.5;0;65;250;7.5;0;55;0;FALSE
36.36;12.73;40;400;9.1;6.36;18.18;6.584;TRUE
36.36;14.55;38.18;418;9.1;7.27;18.18;6.17;TRUE
8.89;4.44;75.56;378;2.2;1.11;20;2.9575;FALSE
21.43;39.29;3.57;429;0;14.29;0;0.60575;FALSE
5.26;15.79;42.11;368;1.3;5.26;10.53;1.4835;FALSE
3.51;24.56;52.63;439;0;12.28;24.56;0;FALSE
7.41;22.22;44.44;407;0.9;11.11;7.41;0.07875;FALSE
7.69;9.62;46.15;308;1;5.77;7.69;2.7185;FALSE
7.14;14.29;46.43;357;0.9;5.36;10.71;1.78625;FALSE
7.5;15;42.5;325;2.5;2.5;2.5;4.04375;FALSE
2.53;7.59;21.52;139;5.1;5.06;3.8;3.77075;FALSE
3.51;21.05;19.3;263;5.3;14.04;8.77;0;FALSE
3.57;19.64;19.64;250;5.4;14.29;8.93;0;FALSE
2.04;6.12;20.41;122;6.1;4.08;4.08;4.2515;FALSE
2.56;7.69;20.51;141;5.1;5.13;5.13;3.54775;FALSE
3.45;8.05;31.03;207;1.1;6.9;20.69;0.05225;FALSE
3.45;11.49;24.14;207;0;6.9;20.69;0;FALSE
2.47;5.56;29.63;173;0;3.7;20.99;0.69775;FALSE
3.19;7.45;30.85;202;1.1;4.79;23.4;0.1955;FALSE
3.45;11.49;24.14;207;0;6.9;20.69;0;FALSE
3.41;10.23;21.59;193;0;6.82;21.59;0;FALSE
3.41;12.5;26.14;227;1.1;9.09;25;0;FALSE
3.41;10.23;21.59;193;0;6.82;21.59;0;FALSE
2.6;6.49;27.27;156;0;4.55;6.49;2.591;FALSE
2.44;7.32;32.93;207;0;4.88;18.29;0.61875;FALSE
3.7;8.33;33.33;222;0;7.41;25;0;FALSE
2.86;5.71;32.38;190;0;4.76;22.86;0.1915;FALSE
2.2;7.69;21.98;165;0;4.95;20.88;0.15025;FALSE
3.45;9.2;35.63;230;1.1;4.02;25.29;0;FALSE
3.81;7.62;32.38;210;0;6.67;23.81;0;FALSE
3.41;10.23;21.59;193;0;6.82;21.59;0;FALSE
3.45;10.34;24.14;195;1.1;6.9;21.84;0;FALSE
